49

8739	7826	9349	7888	7511	9110	7239	7236	7785	9659	3681	7920	8148	8722	0	5247	5887	5960	6573	6224	8455	8748	6661	9033	5916	6439	7775	9303	9362	9916	9756	7391	6369	7950	6912	4642	7162	8579	6563	9323	6229	5596	4831	4948	9149	5779	6502	9553	6680
8049	8881	9881	8653	7624	9908	7337	6026	8523	10488	4161	8799	10141	9333	6972	0	6411	7464	6428	8105	8800	10913	6543	10488	8506	5000	5808	11224	9490	10515	8422	6872	4828	7656	9276	7427	7673	9630	8052	10003	5968	5033	5480	5454	6817	5684	7079	9657	7975
9745	8845	9667	8182	7898	8461	7033	7193	8463	12931	4527	8057	9440	11138	7322	6666	0	7140	5814	7028	6830	9749	7350	8367	5724	7532	7745	11652	9018	10230	10743	6995	5455	6649	9159	6245	6243	8374	7324	8307	6418	7254	6551	6791	6793	5006	8715	7706	7744
8884	7104	9121	9553	8037	9078	8883	5618	6098	10014	4548	6338	8333	10639	7760	6529	8605	0	5919	6935	8153	5942	6305	11344	8715	6702	5884	12172	8044	9986	5210	6958	5087	7714	6703	8254	5728	10326	8625	10114	5793	4756	7003	5051	9153	6086	5803	10222	8568
10268	7296	8776	9118	7325	7439	5789	4278	6108	9030	5907	5650	9441	12827	7816	5628	6466	6203	0	5462	6174	7651	6086	8353	7503	7321	5014	9820	9348	9998	7526	6884	6383	6400	7309	8190	6342	9941	7717	7087	4430	6470	5266	3886	5601	5531	6487	9442	5918
10538	6560	8161	10376	6803	7667	6703	5133	6710	9616	7214	5296	10639	9457	8473	7810	7710	6571	5927	0	7212	9473	4846	11544	7119	7924	6865	10956	8918	9177	8373	7837	5621	7748	9425	8796	5816	7923	6329	7814	5809	6592	9917	5578	8015	7098	5755	9588	5466
6747	6852	8026	4819	5639	6043	7045	5623	7165	8868	4280	5743	8296	9548	8124	5450	5501	5559	4267	6058	0	9263	7537	5693	5279	5154	5979	9414	6234	7581	7496	6924	5249	5151	6897	5469	5995	8865	7529	5805	5782	4439	4809	5769	7034	4656	5409	5803	5596
9214	7511	7830	6887	6691	4717	8179	5976	5807	8627	4324	4224	7317	8269	5881	5510	6136	2754	4284	6184	7484	0	5006	8371	6705	5969	3152	8170	5699	7379	4435	5679	5388	5120	5930	6202	4309	7122	6417	7304	4958	4401	5071	6465	7802	4011	5158	8145	7657
9339	8109	10421	10554	7560	7905	7748	4313	6699	8590	5383	6090	6828	8905	7218	4506	7384	4895	4557	4149	8058	7254	0	11219	7245	6277	5274	11690	7473	8216	7346	7778	5675	6836	7663	8589	4726	8196	6601	7956	5082	5084	7511	5748	7694	5853	6057	8121	6771
6543	8536	8046	6227	7973	8293	5456	5814	7237	8545	3744	6666	9114	8654	6770	6177	5231	7364	5422	7099	4636	9998	8104	0	4523	6045	5362	8893	7076	9050	8065	6392	5452	6295	8395	5741	6014	8390	7069	6802	5635	6560	4289	5592	6971	6509	7581	10116	6383
8819	9019	8903	9072	8276	7245	6777	6787	9377	10068	4133	6613	9569	9908	7032	7566	5834	9297	7344	6494	6843	9423	7349	7593	0	6889	6744	10913	6368	7076	8467	8409	5616	7207	9856	4988	4192	9049	6104	7668	7481	6927	5591	5342	7847	6404	8752	8708	7835
7497	8751	9099	8662	5835	8954	8041	4061	8561	8366	3999	5999	10710	9944	6917	4058	7353	7147	7971	6598	6166	8688	6310	9437	6204	0	4282	8585	7310	8593	6857	6380	3337	6137	7850	7398	4219	9779	8290	8366	5446	5889	5163	5827	8297	5333	6714	9297	7325
9124	8499	8906	10749	8694	8820	7662	5499	7178	11748	5733	4895	9042	9522	9746	5154	7920	5028	5142	6397	7887	6507	5699	8997	7608	4830	0	10758	7804	8014	6411	8558	4659	6222	9226	7522	4650	8257	7814	9315	5826	7047	6369	7055	9266	4936	6193	10477	9187
6104	5482	6153	5345	7029	6451	5634	4684	6493	6005	5596	4713	7383	7942	4295	4162	5040	6599	6165	4900	5801	6030	6202	6890	5039	4808	4895	0	7046	6212	5960	3622	3996	6422	6394	4919	4219	7518	4190	5330	5701	4675	4146	6107	6360	4356	6341	7238	6925
8101	6468	7048	8912	5622	6546	8593	4742	7257	10392	3774	5999	7566	6617	8334	5123	6258	5090	5484	6299	5320	7144	6052	7073	4254	5205	4928	10763	0	5684	6267	7937	4110	4118	9468	4288	5606	6808	8275	7766	5370	4652	4800	5381	7737	4961	5605	6954	6449
6745	6184	7640	7632	5497	6736	6372	4893	7828	7563	4990	5138	6473	6870	6343	4850	6093	5488	5318	5530	6253	6458	5385	7984	3656	4575	3994	8013	4999	0	5365	6444	4041	4245	7815	6122	2947	8025	6767	7357	4864	6223	3403	5153	6198	5163	6657	6869	8047
7258	7620	8192	8051	7789	7045	8689	5427	7583	8531	5869	4855	7228	8413	8999	5723	8632	4946	5653	6700	8017	5860	5603	9714	7047	6601	4470	10561	6500	8564	0	8549	4223	4891	6365	5132	4322	9958	7041	8313	5382	5597	4704	5617	7293	4306	5691	8530	7966
7904	7528	9217	8300	9719	8751	7698	6007	5545	8988	4834	6205	13410	12345	6797	5455	5079	7118	6204	5534	7992	8291	6862	8898	7021	5933	6485	7963	10077	11107	8301	0	4784	8950	8832	8330	5831	10674	6666	6136	5367	5312	6227	7243	7945	6596	8339	10355	8055
8975	9124	8059	11110	7125	9395	7914	5423	9518	10183	4697	7855	11030	10608	8950	7060	6624	9034	10225	6810	7319	10169	7326	11759	7642	5733	6116	11243	7462	10687	7195	8591	0	8453	8280	8760	4912	9467	7732	9530	5282	7422	6918	6408	6379	3953	9002	10648	8873
9254	8109	8426	7543	6001	6503	7557	5326	7306	11379	5436	5571	9398	9463	8299	6178	6346	7391	6412	6380	6534	8685	6198	9262	6618	6273	4759	12087	7482	9120	6002	9225	4661	0	8432	6129	5249	10214	7269	8964	6685	8501	5884	6120	5805	5238	5794	10173	6522
6937	6900	8138	4975	6309	5849	6508	4677	6304	6976	5170	6646	5071	8031	4242	5456	6012	4569	5837	5356	6041	5834	5189	8864	6672	5207	6011	7146	8683	8655	4674	6295	3742	6522	0	7311	5482	8552	6249	8675	5171	5359	4741	4773	5519	3575	4805	8131	6001
7518	7940	7232	8364	8912	9978	8510	7604	8963	11160	4784	6372	9376	9867	5518	5616	6303	7891	6841	7604	8000	9654	8701	8075	4756	6729	5929	10083	6516	10280	6408	8941	5071	6073	9694	0	5519	10379	7003	8614	6941	5368	4773	5437	9244	6054	6985	8436	7671
9530	7746	9617	9190	8343	10156	9438	7019	9735	8953	5898	5165	10287	9844	9951	6326	6064	7178	6647	6118	7507	8395	5926	9437	5631	6135	5411	11936	8194	7906	7558	8065	4449	7328	10641	6343	0	9352	8053	8336	5592	6581	7181	7924	9080	5884	8989	7336	8559
7891	5473	4776	8585	4749	7460	5193	5087	6524	8414	4288	6603	6689	7282	6202	5489	4620	5286	5648	5078	7067	7172	6517	7836	5517	5664	5620	7507	6248	7785	7570	7004	3929	6446	7209	7116	5553	0	6095	8414	4625	7172	4827	4447	5814	3455	5678	7783	6278
7371	7066	9560	9930	7301	7410	6185	7595	7614	11584	5298	4972	9546	9922	7749	6627	6579	7025	6821	5116	8000	9968	6480	10250	6121	7969	7614	8861	9620	8699	8778	8260	6500	8218	9296	7137	7050	8280	0	7865	6580	6728	7238	5160	7683	5536	7523	9749	7285
8381	6837	8532	8415	6516	7608	6099	3614	5042	8231	5464	5047	10656	10949	7574	6432	6056	8026	5868	4640	5366	8366	6133	7967	5294	6716	6054	8523	7903	9427	7148	4364	4678	7172	9274	6467	5150	9641	6156	0	5014	4451	5953	5820	5806	6303	7671	8034	6442
8967	7584	8876	10485	6139	9941	4864	4562	5422	8314	4744	7039	10799	10027	6523	6020	6674	6679	5175	5805	6507	8340	5869	9461	7919	6748	6203	10611	7595	9012	7204	7241	3926	8527	8505	8698	5122	8865	6373	7578	0	7385	6313	5385	5747	4874	8177	10773	6623
8902	7694	11084	9212	7784	9002	9341	5945	8622	11866	4931	7562	11439	11116	8952	4501	8695	5353	5575	6715	7823	9931	6393	11007	8105	6872	7462	12528	8723	10861	8513	8101	5988	9533	9233	7092	8559	10160	8276	7805	6766	0	6300	6348	8555	6836	6637	9533	8591
9023	8250	11495	11001	8430	11316	8861	6737	10115	12052	4923	8002	9485	10879	7158	5668	6897	7847	5492	9251	8585	10850	8208	9574	6721	7501	6531	11555	8866	9112	7368	9758	5475	7881	9033	6247	6917	8464	7754	9696	6831	5653	0	5199	7449	5039	8642	10305	10140
7630	7064	7394	9359	7245	8443	7065	4293	6791	7588	4466	6678	8758	10427	4707	6715	7202	6959	6248	6370	6385	7810	7308	9404	6329	7383	7726	8969	7599	10137	5903	7239	4618	8058	6904	7511	5676	11554	6163	8615	5766	6298	3978	0	6036	5575	6064	11981	5641
9084	8709	9369	7200	5738	6333	5716	5213	6836	9301	5394	7238	9670	8863	8990	4761	5389	7349	5367	5658	6125	9105	5727	8680	5657	7025	6293	11051	7471	7733	7307	7756	4303	5787	7523	7918	5990	6328	6362	6630	5471	5170	5038	5671	0	4808	6624	7992	7188
9083	7918	7595	9778	5817	6532	7365	5225	7033	9780	4573	6732	8512	10068	7230	6396	5863	7494	7018	7332	7100	6020	7147	10758	7430	6328	5090	7758	7692	9818	5816	7745	2832	6952	6402	8462	5017	7829	5937	8882	4495	8133	5298	4802	6054	0	7406	8771	7311
8418	8228	7864	9236	7076	7836	8209	5452	6809	10115	5192	5229	8136	8381	7777	5342	8740	4002	5160	4926	6251	8517	6058	10525	7648	6672	5594	11372	7389	9757	6488	9549	5914	5623	7314	6663	7523	7924	7605	9776	6468	5886	7342	4426	8254	5378	0	9778	5941
8514	6815	7984	7860	5845	6849	6292	5896	7376	8449	4066	4606	6663	7978	6478	5010	4629	5816	5455	5405	5957	7097	5872	8393	4141	5546	5805	8999	6268	7055	6145	6254	3649	6302	7117	4829	2948	7937	6418	6059	5614	5153	4746	5395	6123	3785	6719	0	7525
7472	7335	6705	8110	4728	6386	8536	4769	7894	8470	5407	6470	9763	8017	7552	5708	7397	6946	4110	4109	4872	9635	5992	8535	6541	6646	6831	11693	7111	8658	7703	8574	6431	4922	8126	6672	6707	7633	7875	7677	4846	6271	7925	4414	8251	5591	4651	9419	0
