         34 2254262

 56  9 39 53 21 99 60 76 85 98  5 56 53 13 63 51  0 81 84 52 75 47 94 59 29 28 54 30 81 65 93  0 82 69
  3 22 33 98 20 84 95  0 29 55 37 63 87 35 81 53 97 88 99  4  8 96 23 57  7  1 22  0 68 18 34 82  0  3
 30 64 54 94 61 56 28 91 94 84 27  2 31  7 55 80 24 39  7 95 64  5 61 25 26 24 67 86 36 59 92 69  3  0

  0 21 95 82 56 41  6 25 10  4 63  6 44 40 75 79  0 89 35  9  1 85 84 12  0 26 91 11 35 82 26 69 56 86
 21  0 45 91 59 18 76 39 18 57 36 61 36 21 71 11 29 82 82  6 71  8 77 74 30 89 76 76 40 93 56  1 50  4
 95 45  0 36 27 85  2  1 15 11 35 11 20 21 61 80 58 21 76 72 44 85 94 90 51  3 48 29 90 66 41 15 83 96
 82 91 36  0 74 45 65 40 54 83 14 71 77 36 53 37 26 87 76 91 13 29 11 77 32 87 67 94 79  2 10 99 56 70
 56 59 27 74  0 99 60  4 56  2 60 72 74 46 13 20 86  4 77 15 89 48 14 89 44 59 22 57 63  6  0 62 41 62
 41 18 85 45 99  0 46 25 75 76 40 66 58 30 68 78 91 13 59 49 85 84  8 38 41 56 39 53 77 50 30 58 55 19
  6 76  2 65 60 46  0 85 52 34 53 40 69 12 85 72  7 49 46 87 58 17 68 27 21  6 67 26 82 44 35  3 62  8
 25 39  1 40  4 25 85  0 51  1 91 39 87 72 45 96  7 87 68 33  3 21 90 45 47 25 30 43 97 33 35 61 42 36
 10 18 15 54 56 75 52 51  0 43  7 84  6  0  0 48 62 59 29 94 82 29  3  3 51 67 39 15 66 42 23 62 62 28
  4 57 11 83  2 76 34  1 43  0 76 66 82 98 35 15 17 77 44 26 76 86 60 62 62 83 91 57 62 36  2  2 43 65
 63 36 35 14 60 40 53 91  7 76  0 37 49 61  5 34 53 96 82 48 28 31 75  1 95  7 92 69 62 32 97  5 39 50
  6 61 11 71 72 66 40 39 84 66 37  0 82 93 71 35 14 20 74 49 50 37 79 19 51 70 42 26 79 98 60 35  9 96
 44 36 20 77 74 58 69 87  6 82 49 82  0 70 21 37 37 67 93 93 39  2 52 26 90 26  1 68 93  7 94 19 54 37
 40 21 21 36 46 30 12 72  0 98 61 93 70  0  0 20 12 11 66 84 80  1 55  9 21 12 65  7 17 51 84 87  2 27
 75 71 61 53 13 68 85 45  0 35  5 71 21  0  0 82 71 71 40 93 27 93 92 34 39 31 26  1 87 72 59 97 46 62
 79 11 80 37 20 78 72 96 48 15 34 35 37 20 82  0 12 91 63 70  1 22 49 24 58 62 49 94 92 63 13 45 22 69
  0 29 58 26 86 91  7  7 62 17 53 14 37 12 71 12  0 70 18  1 44 32  3 72 99 34 45 18 96 82 79 75 83 43
 89 82 21 87  4 13 49 87 59 77 96 20 67 11 71 91 70  0 26 81 39 66 22 71 58 42 91 56 27 56 28 64 98 69
 35 82 76 76 77 59 46 68 29 44 82 74 93 66 40 63 18 26  0 69 93 35 41 67 12 33  1 71 72 26 86 67 67 24
  9  6 72 91 15 49 87 33 94 26 48 49 93 84 93 70  1 81 69  0 10 46 56 56 69 53 48 74 43 94 29 64 97 38
  1 71 44 13 89 85 58  3 82 76 28 50 39 80 27  1 44 39 93 10  0 12 99 51 87 76 71 47 47  9 71 20 81 99
 85  8 85 29 48 84 17 21 29 86 31 37  2  1 93 22 32 66 35 46 12  0 45 56 15 99 64 57 84 83 61 25 41  8
 84 77 94 11 14  8 68 90  3 60 75 79 52 55 92 49  3 22 41 56 99 45  0 46 52 22 33 68 52 28 75 99  6 85
 12 74 90 77 89 38 27 45  3 62  1 19 26  9 34 24 72 71 67 56 51 56 46  0 65 47 90 24 79 70 28 19 87 80
  0 30 51 32 44 41 21 47 51 62 95 51 90 21 39 58 99 58 12 69 87 15 52 65  0  4 21 34 12 20 67 24 94 10
 26 89  3 87 59 56  6 25 67 83  7 70 26 12 31 62 34 42 33 53 76 99 22 47  4  0 64 52 92 49 68 65 66 28
 91 76 48 67 22 39 67 30 39 91 92 42  1 65 26 49 45 91  1 48 71 64 33 90 21 64  0 81 17 58 99 90 70 17
 11 76 29 94 57 53 26 43 15 57 69 26 68  7  1 94 18 56 71 74 47 57 68 24 34 52 81  0 57 37  2 37  3 43
 35 40 90 79 63 77 82 97 66 62 62 79 93 17 87 92 96 27 72 43 47 84 52 79 12 92 17 57  0 20 68 35 60 23
 82 93 66  2  6 50 44 33 42 36 32 98  7 51 72 63 82 56 26 94  9 83 28 70 20 49 58 37 20  0 48 40 10 42
 26 56 41 10  0 30 35 35 23  2 97 60 94 84 59 13 79 28 86 29 71 61 75 28 67 68 99  2 68 48  0 83 82 27
 69  1 15 99 62 58  3 61 62  2  5 35 19 87 97 45 75 64 67 64 20 25 99 19 24 65 90 37 35 40 83  0 49 15
 56 50 83 56 41 55 62 42 62 43 39  9 54  2 46 22 83 98 67 97 81 41  6 87 94 66 70  3 60 10 82 49  0 34
 86  4 96 70 62 19  8 36 28 65 50 96 37 27 62 69 43 69 24 38 99  8 85 80 10 28 17 43 23 42 27 15 34  0
