         38

 33 99 76 75 86 32 96 62  0  0 92 94 57 65 63 60 93 20 98 96 85  0 27 80 10 78 55 72 49 31 63 37 68 36  5 74 74 57
 73  1  0 81 14  3 52 63 97  1  8 23 16 18 91 51 74 77 47 54 79 27  0 65 82 51 27 28 85  5 73 48 23 44  0 39 53 80
  0 49 91 11 52  2 48 11 24  8 94 61 28 59 67 57 87 99  0 44 60 80 65  0 33 43 99 80 98 61 46 15  4 33 66  6 77 84
 16 63 62 56 27 18 12 56 14 84 75 80  1 93 10 79 39  5 60 32 83 10 82 33  0 82 33 12 24 91 45 83 85 44 45 51 78 88
 73 23 73 38 77 89 17  0 10 99  8 35 24 34 63 34 10 70 94 74 12 78 51 43 82  0 31  3 42 34 46 71 12 80 15 81 21 54
 74 33 38 95  5 50 13 10 84  7 64 17 68 92  5 41 81 31 53  5  5 55 27 99 33 31  0  1 72 84  9 35 21 64  8 66 94 50
 44 99 49 37 37 69 35 34 56 62 73 45 56 82 20 82 54 33  6 84 55 72 28 80 12  3  1  0 37 42 40  6 30 12 34 27 29 33
 55 40 85 67 27 66  7  1 83 58 47 51 81 69 27 95 80 52 97  4  9 49 85 98 24 42 72 37  0 82 54 75 75 54 19 67 42 63
 96 29 86 54 53 20 96 75  0 49 68 26  1  3 20 15 88 47 20 44 49 31  5 61 91 34 84 42 82  0 79 10 79 93 87 13 21 48
 67 60 88 88 88 97 17 62 16 93 78 54 54 24 15 94 13 55 94 64 88 63 73 46 45 46  9 40 54 79  0 40 63 97 32 73 94 16
 94 95 13 93 84 52 59 33 67 47  8 59 22 94 75 12 62 29 42 68 61 37 48 15 83 71 35  6 75 10 40  0  2 30 89  9 89  0
 83 28 71 53 63 81 26 68  2 53 40 57 67 53 56 90 11 74  4 38 92 68 23  4 85 12 21 30 75 79 63  2  0 90  9  2 79 37
 28 44 46 44  1 42 30 51  5 34  6 25 44 66 89 49 65  7 30 35 23 36 44 33 44 80 64 12 54 93 97 30 90  0 54 71 49 19
 22 30 75 68 26 28 43 53 98 39 31 99  6 98 93 82 72 30 25 29 54  5  0 66 45 15  8 34 19 87 32 89  9 54  0  9 29 53
 78 88 98 58 18 71 53 80 73  8 85 87 46  6 60 56 18 64 64 11 81 74 39  6 51 81 66 27 67 13 73  9  2 71  9  0 17 79
 55 66 53 98 85 71 26 84 47 86 47 34 30 98 37 75 81 45 12 39 58 74 53 77 78 21 94 29 42 21 94 89 79 49 29 17  0 33
 89  9 52 55 59 53 37 40 81 18 96 79  0 30 44 39 55 13 44 69 29 57 80 84 88 54 50 33 63 48 16  0 37 19 53 79 33  0

  0 21 95 82 56 41  6 25 10  4 63  6 44 40 75 79  0 89 35  9  1 85 84 12  0 26 91 11 35 82 26 69 56 86 45 91 59 18
 21  0 76 39 18 57 36 61 36 21 71 11 29 82 82  6 71  8 77 74 30 89 76 76 40 93 56  1 50  4 36 27 85  2  1 15 11 35
 95 76  0 11 20 21 61 80 58 21 76 72 44 85 94 90 51  3 48 29 90 66 41 15 83 96 74 45 65 40 54 83 14 71 77 36 53 37
 82 39 11  0 26 87 76 91 13 29 11 77 32 87 67 94 79  2 10 99 56 70 99 60  4 56  2 60 72 74 46 13 20 86  4 77 15 89
 56 18 20 26  0 48 14 89 44 59 22 57 63  6  0 62 41 62 46 25 75 76 40 66 58 30 68 78 91 13 59 49 85 84  8 38 41 56
 41 57 21 87 48  0 39 53 77 50 30 58 55 19 85 52 34 53 40 69 12 85 72  7 49 46 87 58 17 68 27 21  6 67 26 82 44 35
  6 36 61 76 14 39  0  3 62  8 51  1 91 39 87 72 45 96  7 87 68 33  3 21 90 45 47 25 30 43 97 33 35 61 42 36 43  7
 25 61 80 91 89 53  3  0 84  6  0  0 48 62 59 29 94 82 29  3  3 51 67 39 15 66 42 23 62 62 28 76 66 82 98 35 15 17
 10 36 58 13 44 77 62 84  0 77 44 26 76 86 60 62 62 83 91 57 62 36  2  2 43 65 37 49 61  5 34 53 96 82 48 28 31 75
  4 21 21 29 59 50  8  6 77  0  1 95  7 92 69 62 32 97  5 39 50 82 93 71 35 14 20 74 49 50 37 79 19 51 70 42 26 79
 63 71 76 11 22 30 51  0 44  1  0 98 60 35  9 96 70 21 37 37 67 93 93 39  2 52 26 90 26  1 68 93  7 94 19 54 37  0
  6 11 72 77 57 58  1  0 26 95 98  0 20 12 11 66 84 80  1 55  9 21 12 65  7 17 51 84 87  2 27 82 71 71 40 93 27 93
 44 29 44 32 63 55 91 48 76  7 60 20  0 92 34 39 31 26  1 87 72 59 97 46 62 12 91 63 70  1 22 49 24 58 62 49 94 92
 40 82 85 87  6 19 39 62 86 92 35 12 92  0 63 13 45 22 69 70 18  1 44 32  3 72 99 34 45 18 96 82 79 75 83 43 26 81
 75 82 94 67  0 85 87 59 60 69  9 11 34 63  0 39 66 22 71 58 42 91 56 27 56 28 64 98 69 69 93 35 41 67 12 33  1 71
 79  6 90 94 62 52 72 29 62 62 96 66 39 13 39  0 72 26 86 67 67 24 10 46 56 56 69 53 48 74 43 94 29 64 97 38 12 99
  0 71 51 79 41 34 45 94 62 32 70 84 31 45 66 72  0 51 87 76 71 47 47  9 71 20 81 99 45 56 15 99 64 57 84 83 61 25
 89  8  3  2 62 53 96 82 83 97 21 80 26 22 22 26 51  0 41  8 46 52 22 33 68 52 28 75 99  6 85 65 47 90 24 79 70 28
 35 77 48 10 46 40  7 29 91  5 37  1  1 69 71 86 87 41  0 19 87 80  4 21 34 12 20 67 24 94 10 64 52 92 49 68 65 66
  9 74 29 99 25 69 87  3 57 39 37 55 87 70 58 67 76  8 19  0 28 81 17 58 99 90 70 17 57 37  2 37  3 43 20 68 35 60
  1 30 90 56 75 12 68  3 62 50 67  9 72 18 42 67 71 46 87 28  0 23 48 40 10 42 83 82 27 49 15 34 50 42 26 33 23 16
 85 89 66 70 76 85 33 51 36 82 93 21 59  1 91 24 47 52 80 81 23  0 69 97 13 35 80 40 55 30 22 76 55 56 91 74 82 96
 84 76 41 99 40 72  3 67  2 93 93 12 97 44 56 10 47 22  4 17 48 69  0  2 13  4  4 35 48 29 42 56  3 30 60 81 37 42
 12 76 15 60 66  7 21 39  2 71 39 65 46 32 27 46  9 33 21 58 40 97  2  0  3 17 25 37 26 88 95 55 53 62 22 44 86 43
  0 40 83  4 58 49 90 15 43 35  2  7 62  3 56 56 71 68 34 99 10 13 13  3  0 43 40 36 53 34 59 43 50 58 62 43  9 22
 26 93 96 56 30 46 45 66 65 14 52 17 12 72 28 56 20 52 12 90 42 35  4 17 43  0 64 46 68 53  8 30 30 92  6 13 95 76
 91 56 74  2 68 87 47 42 37 20 26 51 91 99 64 69 81 28 20 70 83 80  4 25 40 64  0 81 91 37 78 90 64 49 46 19 60 93
 11  1 45 60 78 58 25 23 49 74 90 84 63 34 98 53 99 75 67 17 82 40 35 37 36 46 81  0 35 47 69 54 87 12 39 33 54 12
 35 50 65 72 91 17 30 62 61 49 26 87 70 45 69 48 45 99 24 57 27 55 48 26 53 68 91 35  0 10  4 88 54 46 82 84  8 29
 82  4 40 74 13 68 43 62  5 50  1  2  1 18 69 74 56  6 94 37 49 30 29 88 34 53 37 47 10  0 10 92 62 62 74 48 22 85
 26 36 54 46 59 27 97 28 34 37 68 27 22 96 93 43 15 85 10  2 15 22 42 95 59  8 78 69  4 10  0 23  3 30 12 98 69 29
 69 27 83 13 49 21 33 76 53 79 93 82 49 82 35 94 99 65 64 37 34 76 56 55 43 30 90 54 88 92 23  0 61 34 53 98 94 33
 56 85 14 20 85  6 35 66 96 19  7 71 24 79 41 29 64 47 52  3 50 55  3 53 50 30 64 87 54 62  3 61  0 77 31 54 71 78
 86  2 71 86 84 67 61 82 82 51 94 71 58 75 67 64 57 90 92 43 42 56 30 62 58 92 49 12 46 62 30 34 77  0  8 78 50 76
 45  1 77  4  8 26 42 98 48 70 19 40 62 83 12 97 84 24 49 20 26 91 60 22 62  6 46 39 82 74 12 53 31  8  0 56 80 72
 91 15 36 77 38 82 36 35 28 42 54 93 49 43 33 38 83 79 68 68 33 74 81 44 43 13 19 33 84 48 98 98 54 78 56  0 26 20
 59 11 53 15 41 44 43 15 31 26 37 27 94 26  1 12 61 70 65 35 23 82 37 86  9 95 60 54  8 22 69 94 71 50 80 26  0 57
 18 35 37 89 56 35  7 17 75 79  0 93 92 81 71 99 25 28 66 60 16 96 42 43 22 76 93 12 29 85 29 33 78 76 72 20 57  0
